".scenario.id",".at","mh.scrninterv.start","mh.txinterv.start","mdd.diag.gen.prob_1","mdd.diag.gen.prob_2","mddscrnuptk.pstat.prob","mddscrnuptk.pind.prob","mdd.txinit.prob.reg_1","mdd.txinit.prob.reg_2","mdd.txinit.prob.reg_3","mdd.txinit.prob.prep_1","mdd.txinit.prob.prep_2","mdd.txinit.prob.prep_3","prep.start.prob_1","prep.start.prob_2","prep.start.prob_3","tx.init.rate_1","tx.init.rate_2","tx.init.rate_3","tx.reinit.partial.rate_1","tx.reinit.partial.rate_2","tx.reinit.partial.rate_3"
"c095_0.286_0.429_max",3901,3901,Inf,0.286,0.286,0,0.286,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c096_0.357_0.429_max",3901,3901,Inf,0.357,0.357,0,0.357,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c097_0.429_0.429_max",3901,3901,Inf,0.429,0.429,0,0.429,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c098_0.5_0.429_max",3901,3901,Inf,0.5,0.5,0,0.5,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c099_0.571_0.429_max",3901,3901,Inf,0.571,0.571,0,0.571,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c100_0.643_0.429_max",3901,3901,Inf,0.643,0.643,0,0.643,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c101_0.714_0.429_max",3901,3901,Inf,0.714,0.714,0,0.714,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c102_0.786_0.429_max",3901,3901,Inf,0.786,0.786,0,0.786,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c103_0.857_0.429_max",3901,3901,Inf,0.857,0.857,0,0.857,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c104_0.929_0.429_max",3901,3901,Inf,0.929,0.929,0,0.929,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c105_1_0.429_max",3901,3901,Inf,1,1,0,1,0.429,0.429,0.429,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c106_0_0.5_max",3901,3901,Inf,0,0,0,0,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c107_0.071_0.5_max",3901,3901,Inf,0.071,0.071,0,0.071,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c108_0.143_0.5_max",3901,3901,Inf,0.143,0.143,0,0.143,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c109_0.214_0.5_max",3901,3901,Inf,0.214,0.214,0,0.214,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c110_0.286_0.5_max",3901,3901,Inf,0.286,0.286,0,0.286,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c111_0.357_0.5_max",3901,3901,Inf,0.357,0.357,0,0.357,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c112_0.429_0.5_max",3901,3901,Inf,0.429,0.429,0,0.429,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
"c113_0.5_0.5_max",3901,3901,Inf,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.010715578,0.008050516,0.012567546,0.5968,0.7358,0.6956,0.0051,0.0051,0.0051
