".scenario.id",".at","mh.scrninterv.start","mh.txinterv.start","mdd.diag.gen.prob_1","mdd.diag.gen.prob_2","mddscrnuptk.pstat.prob","mddscrnuptk.pind.prob","mdd.txinit.prob.reg_1","mdd.txinit.prob.reg_2","mdd.txinit.prob.reg_3","mdd.txinit.prob.prep_1","mdd.txinit.prob.prep_2","mdd.txinit.prob.prep_3","prep.start.prob_1","prep.start.prob_2","prep.start.prob_3","tx.init.rate_1","tx.init.rate_2","tx.init.rate_3","tx.reinit.partial.rate_1","tx.reinit.partial.rate_2","tx.reinit.partial.rate_3"
"a072_0.786_0.286_base",3901,Inf,Inf,0.786,0.786,0,0,0.286,0.286,0.286,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a073_0.857_0.286_base",3901,Inf,Inf,0.857,0.857,0,0,0.286,0.286,0.286,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a074_0.929_0.286_base",3901,Inf,Inf,0.929,0.929,0,0,0.286,0.286,0.286,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a075_1_0.286_base",3901,Inf,Inf,1,1,0,0,0.286,0.286,0.286,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a076_0_0.357_base",3901,Inf,Inf,0,0,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a077_0.071_0.357_base",3901,Inf,Inf,0.071,0.071,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a078_0.143_0.357_base",3901,Inf,Inf,0.143,0.143,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a079_0.214_0.357_base",3901,Inf,Inf,0.214,0.214,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a080_0.286_0.357_base",3901,Inf,Inf,0.286,0.286,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a081_0.357_0.357_base",3901,Inf,Inf,0.357,0.357,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a082_0.429_0.357_base",3901,Inf,Inf,0.429,0.429,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a083_0.5_0.357_base",3901,Inf,Inf,0.5,0.5,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a084_0.571_0.357_base",3901,Inf,Inf,0.571,0.571,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a085_0.643_0.357_base",3901,Inf,Inf,0.643,0.643,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a086_0.714_0.357_base",3901,Inf,Inf,0.714,0.714,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a087_0.786_0.357_base",3901,Inf,Inf,0.786,0.786,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a088_0.857_0.357_base",3901,Inf,Inf,0.857,0.857,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a089_0.929_0.357_base",3901,Inf,Inf,0.929,0.929,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a090_1_0.357_base",3901,Inf,Inf,1,1,0,0,0.357,0.357,0.357,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a091_0_0.429_base",3901,Inf,Inf,0,0,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a092_0.071_0.429_base",3901,Inf,Inf,0.071,0.071,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a093_0.143_0.429_base",3901,Inf,Inf,0.143,0.143,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a094_0.214_0.429_base",3901,Inf,Inf,0.214,0.214,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a095_0.286_0.429_base",3901,Inf,Inf,0.286,0.286,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a096_0.357_0.429_base",3901,Inf,Inf,0.357,0.357,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a097_0.429_0.429_base",3901,Inf,Inf,0.429,0.429,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a098_0.5_0.429_base",3901,Inf,Inf,0.5,0.5,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a099_0.571_0.429_base",3901,Inf,Inf,0.571,0.571,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a100_0.643_0.429_base",3901,Inf,Inf,0.643,0.643,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a101_0.714_0.429_base",3901,Inf,Inf,0.714,0.714,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a102_0.786_0.429_base",3901,Inf,Inf,0.786,0.786,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a103_0.857_0.429_base",3901,Inf,Inf,0.857,0.857,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a104_0.929_0.429_base",3901,Inf,Inf,0.929,0.929,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a105_1_0.429_base",3901,Inf,Inf,1,1,0,0,0.429,0.429,0.429,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a106_0_0.5_base",3901,Inf,Inf,0,0,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a107_0.071_0.5_base",3901,Inf,Inf,0.071,0.071,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a108_0.143_0.5_base",3901,Inf,Inf,0.143,0.143,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a109_0.214_0.5_base",3901,Inf,Inf,0.214,0.214,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a110_0.286_0.5_base",3901,Inf,Inf,0.286,0.286,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a111_0.357_0.5_base",3901,Inf,Inf,0.357,0.357,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a112_0.429_0.5_base",3901,Inf,Inf,0.429,0.429,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
"a113_0.5_0.5_base",3901,Inf,Inf,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.005357789,0.004025258,0.006283773,0.2984,0.3679,0.3478,0.00255,0.00255,0.00255
